store_id,product_id,dt,policy,observed_sale_amount,observed_stockout_flag,forecast_quantity,received_quantity,on_hand_before_order,on_order_before_order,inventory_position_before_order,replenishment_quantity,inventory_position_after_order,simulated_demand_quantity,simulated_sold_quantity,simulated_stockout_quantity,end_on_hand,inventory_coverage_days,excess_inventory_quantity,spoilage_quantity,potential_spoilage_quantity,stockout_cost,holding_cost,spoilage_cost,ordering_cost,total_inventory_cost,policy_label
0,4,2024-06-26,simple_baseline,0.0,False,1.703571,0.0,3.407143,0.0,3.407143,1.7035699999999996,5.110713,0.0,0.0,0.0,3.407143,2.000000587002244,1.703572,0.0,0.0,0.0,0.06814286,0.0,5.0,5.06814286,Existing baseline replenishment
0,4,2024-06-27,simple_baseline,0.2,False,1.703571,0.0,3.407143,1.7035699999999996,5.110713,0.0,5.110713,0.2,0.2,0.0,3.207143,1.8826001381803283,1.503572,0.0,0.0,0.0,0.06414286,0.0,0.0,0.06414286,Existing baseline replenishment
0,4,2024-06-28,simple_baseline,0.8,True,1.703571,1.7035699999999996,4.910712999999999,0.0,4.910712999999999,0.20000000000000018,5.110713,0.8,0.8,0.0,4.110712999999999,2.4129977558904203,2.4071419999999986,0.0,2.4071429999999996,0.0,0.08221425999999997,0.0,5.0,5.08221426,Existing baseline replenishment
0,4,2024-06-29,simple_baseline,0.0,True,1.703571,0.0,1.7035699999999996,0.20000000000000018,1.9035699999999998,3.207143,5.110713,0.0,0.0,0.0,1.7035699999999996,0.9999994129977556,0.0,2.4071429999999996,0.0,0.0,0.034071399999999995,2.4071429999999996,5.0,7.4412144,Existing baseline replenishment
0,4,2024-06-30,simple_baseline,1.6,False,1.703571,0.20000000000000018,1.9035699999999998,3.207143,5.110713,0.0,5.110713,1.6,1.6,0.0,0.3035699999999997,0.17819627124434478,0.0,0.0,0.1035699999999995,0.0,0.006071399999999993,0.0,0.0,0.006071399999999993,Existing baseline replenishment
0,4,2024-07-01,simple_baseline,0.4,True,1.703571,3.207143,3.407143,0.0,3.407143,1.7035699999999996,5.110713,0.4,0.4,0.0,3.007143,1.7651996893584125,1.3035720000000002,0.1035699999999995,0.0,0.0,0.060142860000000006,0.1035699999999995,5.0,5.1637128599999995,Existing baseline replenishment
0,4,2024-07-02,simple_baseline,0.6,False,1.703571,0.0,3.007143,1.7035699999999996,4.710713,0.39999999999999947,5.110713,0.6,0.6,0.0,2.407143,1.412998342892665,0.7035720000000001,0.0,0.0,0.0,0.04814286,0.0,5.0,5.04814286,Existing baseline replenishment
0,6,2024-06-26,simple_baseline,1.1,True,1.142857,0.0,2.285714,0.0,2.285714,1.1428569999999998,3.428571,1.1,1.1,0.0,1.185714,1.0374998796874848,0.04285699999999992,0.0,0.0,0.0,0.02371428,0.0,5.0,5.02371428,Existing baseline replenishment
0,6,2024-06-27,simple_baseline,1.2,False,1.142857,0.0,1.185714,1.1428569999999998,2.3285709999999997,1.1,3.428571,1.2,1.185714,0.014286000000000021,0.0,0.0,0.0,0.0,0.0,0.02142900000000003,0.0,0.0,5.0,5.021429,Existing baseline replenishment
0,6,2024-06-28,simple_baseline,1.2,False,1.142857,1.1428569999999998,1.1428569999999998,1.1,2.242857,1.185714,3.428571,1.2,1.1428569999999998,0.057143000000000166,0.0,0.0,0.0,0.0,0.0,0.08571450000000025,0.0,0.0,5.0,5.0857145,Existing baseline replenishment
0,6,2024-06-29,simple_baseline,2.2,False,1.142857,1.1,1.1,1.185714,2.285714,1.1428569999999998,3.428571,2.2,1.1,1.1,0.0,0.0,0.0,0.0,0.0,1.6500000000000001,0.0,0.0,5.0,6.65,Existing baseline replenishment
0,6,2024-06-30,simple_baseline,2.7,True,1.142857,1.185714,1.185714,1.1428569999999998,2.3285709999999997,1.1,3.428571,2.7,1.185714,1.5142860000000002,0.0,0.0,0.0,0.0,0.0,2.2714290000000004,0.0,0.0,5.0,7.271429,Existing baseline replenishment
0,6,2024-07-01,simple_baseline,1.8,True,1.142857,1.1428569999999998,1.1428569999999998,1.1,2.242857,1.185714,3.428571,1.8,1.1428569999999998,0.6571430000000003,0.0,0.0,0.0,0.0,0.0,0.9857145000000004,0.0,0.0,5.0,5.9857145,Existing baseline replenishment
0,6,2024-07-02,simple_baseline,1.2,True,1.142857,1.1,1.1,1.185714,2.285714,1.1428569999999998,3.428571,1.2,1.1,0.09999999999999987,0.0,0.0,0.0,0.0,0.0,0.1499999999999998,0.0,0.0,5.0,5.1499999999999995,Existing baseline replenishment
0,18,2024-06-26,simple_baseline,0.6,False,0.503571,0.0,1.007143,0.0,1.007143,0.5035700000000001,1.510713,0.6,0.6,0.0,0.4071429999999999,0.8085116100808027,0.0,0.0,0.0,0.0,0.008142859999999998,0.0,5.0,5.00814286,Existing baseline replenishment
0,18,2024-06-27,simple_baseline,0.5,False,0.503571,0.0,0.4071429999999999,0.5035700000000001,0.910713,0.6,1.510713,0.5,0.4071429999999999,0.09285700000000008,0.0,0.0,0.0,0.0,0.0,0.13928550000000012,0.0,0.0,5.0,5.1392855,Existing baseline replenishment
0,18,2024-06-28,simple_baseline,0.8,False,0.503571,0.5035700000000001,0.5035700000000001,0.6,1.10357,0.40714300000000003,1.510713,0.8,0.5035700000000001,0.29642999999999997,0.0,0.0,0.0,0.0,0.0,0.44464499999999996,0.0,0.0,5.0,5.4446449999999995,Existing baseline replenishment
